symbol,date,price
AAPL,10/21/2020,116.87
AAPL,10/20/2020,117.51
AAPL,10/19/2020,115.98
AAPL,10/16/2020,119.02
AAPL,10/15/2020,120.71
AAPL,10/14/2020,121.19
AAPL,10/13/2020,121.10
AAPL,10/12/2020,124.40
AAPL,10/9/2020,116.97
AAPL,10/8/2020,114.97
AAPL,10/7/2020,115.08
AAPL,10/6/2020,113.16
AAPL,10/5/2020,116.50
AAPL,10/2/2020,113.02
AAPL,10/1/2020,116.79
AAPL,09/30/2020,115.81
AAPL,09/29/2020,114.09
AAPL,09/28/2020,114.96
AAPL,09/25/2020,112.28
AAPL,09/24/2020,108.22
AAPL,09/23/2020,107.12
AAPL,09/22/2020,111.81
AAPL,09/21/2020,110.08
AAPL,09/18/2020,106.84
AAPL,09/17/2020,110.34
AAPL,09/16/2020,112.13
AAPL,09/15/2020,115.54
AAPL,09/14/2020,115.36
AAPL,9/11/2020,112.00
AAPL,9/10/2020,113.49
AAPL,9/9/2020,117.32
AAPL,9/8/2020,112.82
AAPL,9/4/2020,120.96
AAPL,9/3/2020,120.88
AAPL,9/2/2020,131.40
AAPL,9/1/2020,134.18
AAPL,08/31/2020,129.04
AAPL,08/28/2020,124.81
AAPL,08/27/2020,125.01
AAPL,08/26/2020,126.52
AAPL,08/25/2020,124.83
AAPL,08/24/2020,125.86
AAPL,08/21/2020,124.37
AAPL,08/20/2020,118.28
AAPL,08/19/2020,115.71
AAPL,08/18/2020,115.56
AAPL,08/17/2020,114.61
AAPL,08/14/2020,114.91
AAPL,08/13/2020,115.01
AAPL,8/12/2020,113.01
AAPL,8/11/2020,109.38
AAPL,8/10/2020,112.73
AAPL,8/7/2020,111.11
AAPL,8/6/2020,113.90
AAPL,8/5/2020,110.06
AAPL,8/4/2020,109.67
AAPL,8/3/2020,108.94
AAPL,07/31/2020,106.26
AAPL,07/30/2020,96.19
AAPL,07/29/2020,95.04
AAPL,07/28/2020,93.25
AAPL,07/27/2020,94.81
AAPL,07/24/2020,92.62
AAPL,07/23/2020,92.85
AAPL,07/22/2020,97.27
AAPL,07/21/2020,97.00
AAPL,07/20/2020,98.36
AAPL,07/17/2020,96.33
AAPL,07/16/2020,96.52
AAPL,07/15/2020,97.73
AAPL,07/14/2020,97.06
AAPL,07/13/2020,95.48
AAPL,7/10/2020,95.92
AAPL,7/9/2020,95.68
AAPL,7/8/2020,95.34
AAPL,7/7/2020,93.17
AAPL,7/6/2020,93.46
AAPL,7/2/2020,91.03
AAPL,7/1/2020,91.03
AAPL,06/30/2020,91.20
AAPL,06/29/2020,90.45
AAPL,06/26/2020,88.41
AAPL,06/25/2020,91.21
AAPL,06/24/2020,90.02
AAPL,06/23/2020,91.63
AAPL,06/22/2020,89.72
AAPL,06/19/2020,87.43
AAPL,06/18/2020,87.93
AAPL,06/17/2020,87.90
AAPL,06/16/2020,88.02
AAPL,06/15/2020,85.75
AAPL,6/12/2020,84.70
AAPL,6/11/2020,83.98
AAPL,6/10/2020,88.21
AAPL,6/9/2020,86.00
AAPL,6/8/2020,83.37
AAPL,6/5/2020,82.88
AAPL,6/4/2020,80.58
AAPL,6/3/2020,81.28
AAPL,6/2/2020,80.84
AAPL,6/1/2020,80.46
AAPL,05/29/2020,79.49
AAPL,05/28/2020,79.56
AAPL,05/27/2020,79.53
AAPL,05/26/2020,79.18
AAPL,05/22/2020,79.72
AAPL,05/21/2020,79.21
AAPL,05/20/2020,79.81
AAPL,05/19/2020,78.29
AAPL,05/18/2020,78.74
AAPL,05/15/2020,76.93
AAPL,05/14/2020,77.39
AAPL,05/13/2020,76.91
AAPL,5/12/2020,77.85
AAPL,5/11/2020,78.75
AAPL,5/8/2020,77.53
AAPL,5/7/2020,75.94
AAPL,5/6/2020,75.16
AAPL,5/5/2020,74.39
AAPL,5/4/2020,73.29
AAPL,5/1/2020,72.27
AAPL,04/30/2020,73.45
AAPL,04/29/2020,71.93
AAPL,04/28/2020,69.65
AAPL,04/27/2020,70.79
AAPL,04/24/2020,70.74
AAPL,04/23/2020,68.76
AAPL,04/22/2020,69.03
AAPL,04/21/2020,67.09
AAPL,04/20/2020,69.23
AAPL,04/17/2020,70.70
AAPL,04/16/2020,71.67
AAPL,04/15/2020,71.11
AAPL,04/14/2020,71.76
AAPL,04/13/2020,68.31
AAPL,4/9/2020,67.00
AAPL,4/8/2020,66.52
AAPL,4/7/2020,64.86
AAPL,4/6/2020,65.62
AAPL,4/3/2020,60.35
AAPL,4/2/2020,61.23
AAPL,4/1/2020,60.23
AAPL,03/31/2020,63.57
AAPL,03/30/2020,63.70
AAPL,03/27/2020,61.94
AAPL,03/26/2020,64.61
AAPL,03/25/2020,61.38
AAPL,03/24/2020,61.72
AAPL,03/23/2020,56.09
AAPL,03/20/2020,57.31
AAPL,03/19/2020,61.20
AAPL,03/18/2020,61.67
AAPL,03/17/2020,63.22
AAPL,03/16/2020,60.55
AAPL,03/13/2020,69.49
AAPL,3/12/2020,62.06
AAPL,3/11/2020,68.86
AAPL,3/10/2020,71.34
AAPL,3/9/2020,66.54
AAPL,3/6/2020,72.26
AAPL,3/5/2020,73.23
AAPL,3/4/2020,75.69
AAPL,3/3/2020,72.33
AAPL,3/2/2020,74.70
AAPL,02/28/2020,68.34
AAPL,02/27/2020,68.38
AAPL,02/26/2020,73.16
AAPL,02/25/2020,72.02
AAPL,02/24/2020,74.55
AAPL,02/21/2020,78.26
AAPL,02/20/2020,80.08
AAPL,02/19/2020,80.91
AAPL,02/18/2020,79.75
AAPL,02/14/2020,81.24
AAPL,02/13/2020,81.22
AAPL,2/12/2020,81.80
AAPL,2/11/2020,79.90
AAPL,2/10/2020,80.39
AAPL,2/7/2020,80.01
AAPL,2/6/2020,81.30
AAPL,2/5/2020,80.36
AAPL,2/4/2020,79.71
AAPL,2/3/2020,77.17
AAPL,01/31/2020,77.38
AAPL,01/30/2020,80.97
AAPL,01/29/2020,81.09
AAPL,01/28/2020,79.42
AAPL,01/27/2020,77.24
AAPL,01/24/2020,79.58
AAPL,01/23/2020,79.81
AAPL,01/22/2020,79.43
AAPL,01/21/2020,79.14
AAPL,01/17/2020,79.68
AAPL,01/16/2020,78.81
AAPL,01/15/2020,77.84
AAPL,01/14/2020,78.17
AAPL,01/13/2020,79.24
AAPL,1/10/2020,77.58
AAPL,1/9/2020,77.41
AAPL,1/8/2020,75.80
AAPL,1/7/2020,74.60
AAPL,1/6/2020,74.95
AAPL,1/3/2020,74.36
AAPL,1/2/2020,75.09
AAPL,12/31/2019,73.41
AAPL,12/30/2019,72.88
AAPL,12/27/2019,72.45
AAPL,12/26/2019,72.48
AAPL,12/24/2019,71.07
AAPL,12/23/2019,71.00
AAPL,12/20/2019,69.86
AAPL,12/19/2019,70.01
AAPL,12/18/2019,69.94
AAPL,12/17/2019,70.10
AAPL,12/16/2019,69.97
AAPL,12/13/2019,68.79
AAPL,12/12/2019,67.87
AAPL,12/11/2019,67.69
AAPL,12/10/2019,67.12
AAPL,12/9/2019,66.73
AAPL,12/6/2019,67.68
AAPL,12/5/2019,66.40
AAPL,12/4/2019,65.44
AAPL,12/3/2019,64.86
AAPL,12/2/2019,66.04
AAPL,11/29/2019,66.81
AAPL,11/27/2019,66.96
AAPL,11/26/2019,66.07
AAPL,11/25/2019,66.59
AAPL,11/22/2019,65.45
AAPL,11/21/2019,65.50
AAPL,11/20/2019,65.80
AAPL,11/19/2019,66.57
AAPL,11/18/2019,66.78
AAPL,11/15/2019,66.44
AAPL,11/14/2019,65.66
AAPL,11/13/2019,66.12
AAPL,11/12/2019,65.49
AAPL,11/11/2019,65.55
AAPL,11/8/2019,65.04
AAPL,11/7/2019,64.86
AAPL,11/6/2019,64.31
AAPL,11/5/2019,64.28
AAPL,11/4/2019,64.38
AAPL,11/1/2019,63.96
AAPL,10/31/2019,62.19
AAPL,10/30/2019,60.82
