symbol,date,price
AAPL,2021,149.03
AAPL,2021,148.12
AAPL,2021,149.55
AAPL,2021,148.97
AAPL,2021,154.07
AAPL,2021,155.11
AAPL,2021,156.69
AAPL,2021,154.30
AAPL,2021,153.65
AAPL,2021,152.51
AAPL,2021,151.83
AAPL,2021,153.12
AAPL,2021,148.60
AAPL,2021,147.54
AAPL,2021,148.36
AAPL,2021,149.62
AAPL,2021,149.71
AAPL,2021,148.19
AAPL,2021,146.70
AAPL,2021,146.36
AAPL,2021,150.19
AAPL,2021,151.12
AAPL,2021,149.10
AAPL,2021,148.89
AAPL,2021,145.86
AAPL,2021,145.60
AAPL,2021,146.09
AAPL,2021,146.14
AAPL,2021,147.06
AAPL,2021,146.95
AAPL,2021,147.36
AAPL,2021,145.52
AAPL,2021,145.86
AAPL,2021,145.64
AAPL,2021,144.98
AAPL,2021,146.77
AAPL,2021,148.99
AAPL,2021,148.56
AAPL,2021,146.80
AAPL,2021,145.40
AAPL,2021,146.15
AAPL,2021,142.45
AAPL,2021,146.39
AAPL,2021,148.48
AAPL,2021,149.15
AAPL,2021,145.64
AAPL,2021,144.50
AAPL,2021,145.11
AAPL,2021,143.24
AAPL,2021,144.57
AAPL,2021,142.02
AAPL,2021,139.96
AAPL,2021,137.27
AAPL,2021,136.96
AAPL,2021,136.33
AAPL,2021,134.78
AAPL,2021,133.11
AAPL,2021,133.41
AAPL,2021,133.70
AAPL,2021,133.98
AAPL,2021,132.30
AAPL,2021,130.46
AAPL,2021,131.79
AAPL,2021,130.15
AAPL,2021,129.64
AAPL,2021,130.48
AAPL,2021,127.35
AAPL,2021,126.11
AAPL,2021,127.13
AAPL,2021,126.74
AAPL,2021,125.90
AAPL,2021,125.89
AAPL,2021,123.54
AAPL,2021,125.06
AAPL,2021,124.28
AAPL,2021,124.61
AAPL,2021,125.28
AAPL,2021,126.85
AAPL,2021,126.90
AAPL,2021,127.10
AAPL,2021,125.43
AAPL,2021,127.31
AAPL,2021,124.69
AAPL,2021,124.85
AAPL,2021,126.27
AAPL,2021,127.45
AAPL,2021,124.97
AAPL,2021,122.77
AAPL,2021,125.91
AAPL,2021,126.85
AAPL,2021,130.21
AAPL,2021,129.74
AAPL,2021,128.10
AAPL,2021,127.85
AAPL,2021,132.54
AAPL,2021,131.46
AAPL,2021,133.48
AAPL,2021,133.58
AAPL,2021,134.39
AAPL,2021,134.72
AAPL,2021,134.32
AAPL,2021,131.94
AAPL,2021,133.50
AAPL,2021,133.11
AAPL,2021,134.84
AAPL,2021,134.16
AAPL,2021,134.50
AAPL,2021,132.03
AAPL,2021,134.43
AAPL,2021,131.24
AAPL,2021,133.00
AAPL,2021,130.36
AAPL,2021,127.90
AAPL,2021,126.21
AAPL,2021,125.90
AAPL,2021,123.00
AAPL,2021,122.15
AAPL,2021,119.90
AAPL,2021,121.39
AAPL,2021,121.21
AAPL,2021,120.59
AAPL,2021,120.09
AAPL,2021,122.54
AAPL,2021,123.39
AAPL,2021,119.99
AAPL,2021,120.53
AAPL,2021,124.76
AAPL,2021,125.57
AAPL,2021,123.99
AAPL,2021,121.03
AAPL,2021,121.96
AAPL,2021,119.98
AAPL,2021,121.09
AAPL,2021,116.36
AAPL,2021,121.42
AAPL,2021,120.13
AAPL,2021,122.06
AAPL,2021,125.12
AAPL,2021,127.79
AAPL,2021,121.26
AAPL,2021,120.99
AAPL,2021,125.35
AAPL,2021,125.86
AAPL,2021,126.00
AAPL,2021,129.87
AAPL,2021,129.71
AAPL,2021,130.84
AAPL,2021,133.19
AAPL,2021,135.37
AAPL,2021,135.13
AAPL,2021,135.39
AAPL,2021,136.01
AAPL,2021,136.91
AAPL,2021,136.76
AAPL,2021,137.39
AAPL,2021,133.94
AAPL,2021,134.99
AAPL,2021,134.14
AAPL,2021,131.96
AAPL,2021,137.09
AAPL,2021,142.06
AAPL,2021,143.16
AAPL,2021,142.92
AAPL,2021,139.07
AAPL,2021,136.87
AAPL,2021,132.03
AAPL,2021,127.83
AAPL,2021,127.14
AAPL,2021,128.91
AAPL,2021,130.89
AAPL,2021,128.80
AAPL,2021,128.98
AAPL,2021,132.05
AAPL,2021,130.92
AAPL,2021,126.60
AAPL,2021,131.01
AAPL,2021,129.41
AAPL,2020,132.69
AAPL,2020,133.72
AAPL,2020,134.87
AAPL,2020,136.69
AAPL,2020,131.97
AAPL,2020,130.96
AAPL,2020,131.88
AAPL,2020,128.23
AAPL,2020,126.66
AAPL,2020,128.70
AAPL,2020,127.81
AAPL,2020,127.88
AAPL,2020,121.78
AAPL,2020,122.41
AAPL,2020,123.24
AAPL,2020,121.78
AAPL,2020,124.38
AAPL,2020,123.75
AAPL,2020,122.25
AAPL,2020,122.94
AAPL,2020,123.08
AAPL,2020,122.72
AAPL,2020,119.05
AAPL,2020,116.59
AAPL,2020,116.03
AAPL,2020,115.17
AAPL,2020,113.85
AAPL,2020,117.34
AAPL,2020,118.64
AAPL,2020,118.03
AAPL,2020,119.39
AAPL,2020,120.30
AAPL,2020,119.26
AAPL,2020,119.21
AAPL,2020,119.49
AAPL,2020,115.97
AAPL,2020,116.32
AAPL,2020,118.69
AAPL,2020,119.03
AAPL,2020,114.95
AAPL,2020,110.44
AAPL,2020,108.77
AAPL,2020,108.86
AAPL,2020,115.32
AAPL,2020,111.20
AAPL,2020,116.60
AAPL,2020,115.05
AAPL,2020,115.04
AAPL,2020,115.75
AAPL,2020,116.87
AAPL,2020,117.51
AAPL,2020,115.98
AAPL,2020,119.02
AAPL,2020,120.71
AAPL,2020,121.19
AAPL,2020,121.10
AAPL,2020,124.40
AAPL,2020,116.97
AAPL,2020,114.97
AAPL,2020,115.08
AAPL,2020,113.16
AAPL,2020,116.50
AAPL,2020,113.02
AAPL,2020,116.79
AAPL,2020,115.81
AAPL,2020,114.09
AAPL,2020,114.96
AAPL,2020,112.28
AAPL,2020,108.22
AAPL,2020,107.12
AAPL,2020,111.81
AAPL,2020,110.08
AAPL,2020,106.84
AAPL,2020,110.34
AAPL,2020,112.13
AAPL,2020,115.54
AAPL,2020,115.36
AAPL,2020,112.00
AAPL,2020,113.49
AAPL,2020,117.32
AAPL,2020,112.82
AAPL,2020,120.96
AAPL,2020,120.88
AAPL,2020,131.40
AAPL,2020,134.18
AAPL,2020,129.04
AAPL,2020,124.81
AAPL,2020,125.01
AAPL,2020,126.52
AAPL,2020,124.83
AAPL,2020,125.86
AAPL,2020,124.37
AAPL,2020,118.28
AAPL,2020,115.71
AAPL,2020,115.56
AAPL,2020,114.61
AAPL,2020,114.91
AAPL,2020,115.01
AAPL,2020,113.01
AAPL,2020,109.38
AAPL,2020,112.73
AAPL,2020,111.11
AAPL,2020,113.90
AAPL,2020,110.06
AAPL,2020,109.67
AAPL,2020,108.94
AAPL,2020,106.26
AAPL,2020,96.19
AAPL,2020,95.04
AAPL,2020,93.25
AAPL,2020,94.81
AAPL,2020,92.62
AAPL,2020,92.85
AAPL,2020,97.27
AAPL,2020,97.00
AAPL,2020,98.36
AAPL,2020,96.33
AAPL,2020,96.52
AAPL,2020,97.73
AAPL,2020,97.06
AAPL,2020,95.48
AAPL,2020,95.92
AAPL,2020,95.68
AAPL,2020,95.34
AAPL,2020,93.17
AAPL,2020,93.46
AAPL,2020,91.03
AAPL,2020,91.03
AAPL,2020,91.20
AAPL,2020,90.45
AAPL,2020,88.41
AAPL,2020,91.21
AAPL,2020,90.02
AAPL,2020,91.63
AAPL,2020,89.72
AAPL,2020,87.43
AAPL,2020,87.93
AAPL,2020,87.90
AAPL,2020,88.02
AAPL,2020,85.75
AAPL,2020,84.70
AAPL,2020,83.98
AAPL,2020,88.21
AAPL,2020,86.00
AAPL,2020,83.37
AAPL,2020,82.88
AAPL,2020,80.58
AAPL,2020,81.28
AAPL,2020,80.84
AAPL,2020,80.46
AAPL,2020,79.49
AAPL,2020,79.56
AAPL,2020,79.53
AAPL,2020,79.18
AAPL,2020,79.72
AAPL,2020,79.21
AAPL,2020,79.81
AAPL,2020,78.29
AAPL,2020,78.74
AAPL,2020,76.93
AAPL,2020,77.39
AAPL,2020,76.91
AAPL,2020,77.85
AAPL,2020,78.75
AAPL,2020,77.53
AAPL,2020,75.94
AAPL,2020,75.16
AAPL,2020,74.39
AAPL,2020,73.29
AAPL,2020,72.27
AAPL,2020,73.45
AAPL,2020,71.93
AAPL,2020,69.65
AAPL,2020,70.79
AAPL,2020,70.74
AAPL,2020,68.76
AAPL,2020,69.03
AAPL,2020,67.09
AAPL,2020,69.23
AAPL,2020,70.70
AAPL,2020,71.67
AAPL,2020,71.11
AAPL,2020,71.76
AAPL,2020,68.31
AAPL,2020,67.00
AAPL,2020,66.52
AAPL,2020,64.86
AAPL,2020,65.62
AAPL,2020,60.35
AAPL,2020,61.23
AAPL,2020,60.23
AAPL,2020,63.57
AAPL,2020,63.70
AAPL,2020,61.94
AAPL,2020,64.61
AAPL,2020,61.38
AAPL,2020,61.72
AAPL,2020,56.09
AAPL,2020,57.31
AAPL,2020,61.20
AAPL,2020,61.67
AAPL,2020,63.22
AAPL,2020,60.55
AAPL,2020,69.49
AAPL,2020,62.06
AAPL,2020,68.86
AAPL,2020,71.34
AAPL,2020,66.54
AAPL,2020,72.26
AAPL,2020,73.23
AAPL,2020,75.69
AAPL,2020,72.33
AAPL,2020,74.70
AAPL,2020,68.34
AAPL,2020,68.38
AAPL,2020,73.16
AAPL,2020,72.02
AAPL,2020,74.55
AAPL,2020,78.26
AAPL,2020,80.08
AAPL,2020,80.91
AAPL,2020,79.75
AAPL,2020,81.24
AAPL,2020,81.22
AAPL,2020,81.80
AAPL,2020,79.90
AAPL,2020,80.39
AAPL,2020,80.01
AAPL,2020,81.30
AAPL,2020,80.36
AAPL,2019,79.71
AAPL,2019,77.17
AAPL,2019,77.38
AAPL,2019,80.97
AAPL,2019,81.09
AAPL,2019,79.42
AAPL,2019,77.24
AAPL,2019,79.58
AAPL,2019,79.81
AAPL,2019,79.43
AAPL,2019,79.14
AAPL,2019,79.68
AAPL,2019,78.81
AAPL,2019,77.84
AAPL,2019,78.17
AAPL,2019,79.24
AAPL,2019,77.58
AAPL,2019,77.41
AAPL,2019,75.80
AAPL,2019,74.60
AAPL,2019,74.95
AAPL,2019,74.36
AAPL,2019,75.09
AAPL,2019,73.41
AAPL,2019,72.88
AAPL,2019,72.45
AAPL,2019,72.48
AAPL,2019,71.07
AAPL,2019,71.00
AAPL,2019,69.86
AAPL,2019,70.01
AAPL,2019,69.94
AAPL,2019,70.10
AAPL,2019,69.97
AAPL,2019,68.79
AAPL,2019,67.87
AAPL,2019,67.69
AAPL,2019,67.12
AAPL,2019,66.73
AAPL,2019,67.68
AAPL,2019,66.40
AAPL,2019,65.44
AAPL,2019,64.86
AAPL,2019,66.04
AAPL,2019,66.81
AAPL,2019,66.96
AAPL,2019,66.07
AAPL,2019,66.59
AAPL,2019,65.45
AAPL,2019,65.50
AAPL,2019,65.80
AAPL,2019,66.57
AAPL,2019,66.78
AAPL,2019,66.44
AAPL,2019,65.66
AAPL,2019,66.12
AAPL,2019,65.49
AAPL,2019,65.55
AAPL,2019,65.04
AAPL,2019,64.86
AAPL,2019,64.31
AAPL,2019,64.28
AAPL,2019,64.38
AAPL,2019,63.96
AAPL,2019,62.19
AAPL,2019,60.82
AAPL,2019,60.82
AAPL,2019,62.26
AAPL,2019,61.65
AAPL,2019,60.90
AAPL,2019,60.80
AAPL,2019,59.99
AAPL,2019,60.13
